Position,Name,Salary,GameInfo,AvgPointsPerGame,Team,DKFPS,AdaBoost,Neural Network,Random Forest,Home
PF/C,Guerschon Yabusele,3000,ORL@BOS 11/24/2017 07:30PM ET,4.458,BOS,0,0,0,0,0
PF,Abdel Nader,3000,ORL@BOS 11/24/2017 07:30PM ET,3.639,BOS,1.5,4.25,7.222406608,2.124166667,0
SG/SF,Arron Afflalo,3000,ORL@BOS 11/24/2017 07:30PM ET,5.135,ORL,5.26,5,6.861016788,4.526071429,0
SG,Jabari Bird,3000,ORL@BOS 11/24/2017 07:30PM ET,2.125,BOS,0,0,0,0,0
SG,Kadeem Allen,3000,ORL@BOS 11/24/2017 07:30PM ET,0,BOS,0,0,0,0,0
SG/SF,Gordon Hayward,3000,ORL@BOS 11/24/2017 07:30PM ET,3.25,BOS,0,0,0,0,0
SG/SF,Jamel Artis,3000,ORL@BOS 11/24/2017 07:30PM ET,0,ORL,0,0,0,0,0
SF/PF,TJ Leaf,3000,TOR@IND 11/24/2017 08:00PM ET,7.969,IND,2.53,8.75,6.74162435,7.535902778,0
PG,Lorenzo Brown,3000,TOR@IND 11/24/2017 08:00PM ET,6.75,TOR,1.45,3.25,8.01441608,5.264583333,0
SF,Bruno Caboclo,3000,TOR@IND 11/24/2017 08:00PM ET,2.375,TOR,0,0,0,0,0
PF,Malcolm Miller,3000,TOR@IND 11/24/2017 08:00PM ET,0,TOR,0,0,0,0,0
PG/SG,Joe Young,3000,TOR@IND 11/24/2017 08:00PM ET,3.925,IND,0.55,1.25,6.30161246,3.397916667,0
PG,Edmond Sumner,3000,TOR@IND 11/24/2017 08:00PM ET,0,IND,0,0,0,0,0
SG/SF,Damien Wilkins,3000,TOR@IND 11/24/2017 08:00PM ET,3.15,IND,1.25,2.75,6.754464641,1.508125,0
PF/C,Ike Anigbogu,3000,TOR@IND 11/24/2017 08:00PM ET,2,IND,0,0,0,0,0
PF,Alfonzo McKinnie,3000,TOR@IND 11/24/2017 08:00PM ET,2.667,TOR,0,0,0,0,0
SF,Alex Poythress,3000,TOR@IND 11/24/2017 08:00PM ET,1.917,IND,0.8,0,6.261081949,1.054166667,0
SG,Charles Cooke,3000,NO@PHO 11/24/2017 09:00PM ET,2.75,NO,0.52,3.25,6.906821018,4.585714286,0
SG/SF,Davon Reed,3000,NO@PHO 11/24/2017 09:00PM ET,0,PHO,0,0,0,0,0
SF,Jalen Jones,3000,NO@PHO 11/24/2017 09:00PM ET,2.667,NO,0.64,1.5,6.907481949,1.28,0
SG/SF,Tony Allen,3000,NO@PHO 11/24/2017 09:00PM ET,9.786,NO,8.08,9.75,12.48547216,9.184077381,0
PG,Frank Jackson,3000,NO@PHO 11/24/2017 09:00PM ET,0,NO,0,0,0,0,0
C,Alexis Ajinca,3000,NO@PHO 11/24/2017 09:00PM ET,0,NO,0,0,0,0,0
C,Omer Asik,3000,NO@PHO 11/24/2017 09:00PM ET,0,NO,0,0,0,0,0
SF/PF,Solomon Hill,3000,NO@PHO 11/24/2017 09:00PM ET,0,NO,0,0,0,0,0
PG/SG,Brandon Knight,3000,NO@PHO 11/24/2017 09:00PM ET,0,PHO,0,0,0,0,0
PF,Alec Peters,3000,NO@PHO 11/24/2017 09:00PM ET,5.625,PHO,0,0,0,0,0
SF,Derrick Jones Jr.,3000,NO@PHO 11/24/2017 09:00PM ET,4.65,PHO,0,0,0,0,0
PG/SG,Cameron Payne,3000,CHI@GS 11/24/2017 10:30PM ET,0,CHI,0,0,0,0,0
PF/C,Cristiano Felicio,3000,CHI@GS 11/24/2017 10:30PM ET,9.563,CHI,8.91,8.75,8.962514457,8.536458333,0
SG/SF,Quincy Pondexter,3000,CHI@GS 11/24/2017 10:30PM ET,7.019,CHI,4.66,11,7.885800297,13.1141369,0
PG,Antonio Blakeney,3000,CHI@GS 11/24/2017 10:30PM ET,11.542,CHI,9.67,13.75,9.95457636,11.45833333,0
SF/PF,Kevon Looney,3000,CHI@GS 11/24/2017 10:30PM ET,10.295,GS,9.85,16.75,13.06179745,14.02166667,0
PF/C,Jordan Bell,3000,CHI@GS 11/24/2017 10:30PM ET,8.792,GS,12.98,16,14.17228548,17.20666667,0
PG,Kay Felder,3000,CHI@GS 11/24/2017 10:30PM ET,7.909,CHI,2.47,8.75,6.683423123,12.51279762,0
C,JaVale McGee,3000,CHI@GS 11/24/2017 10:30PM ET,9.297,GS,7.61,11.75,10.693965,14.79034722,0
PG,Quinn Cook,3000,CHI@GS 11/24/2017 10:30PM ET,1,GS,0,0,0,0,0
PG,Ryan Arcidiacono,3000,CHI@GS 11/24/2017 10:30PM ET,1.5,CHI,0,0,0,0,0
PF,Chris Boucher,3000,CHI@GS 11/24/2017 10:30PM ET,0,GS,0,0,0,0,0
C,Damian Jones,3000,CHI@GS 11/24/2017 10:30PM ET,0,GS,0,0,0,0,0
PG,Jose Calderon,3000,CHA@CLE 11/24/2017 08:00PM ET,6.139,CLE,13.35,11.25,12.43348498,17.12638889,0
SG/SF,Cedi Osman,3000,CHA@CLE 11/24/2017 08:00PM ET,3.944,CLE,5.74,9.5,6.817926944,5.726190476,0
SG/SF,Treveon Graham,3000,CHA@CLE 11/24/2017 08:00PM ET,11.9,CHA,0,0,0,0,0
PG,London Perrantes,3000,CHA@CLE 11/24/2017 08:00PM ET,0,CLE,0,0,0,0,0
SG/SF,John Holland,3000,CHA@CLE 11/24/2017 08:00PM ET,2,CLE,1.6,2.5,6.529021838,5.016666667,0
PF/C,Johnny O'Bryant III,3000,CHA@CLE 11/24/2017 08:00PM ET,11,CHA,0,0,0,0,0
PG/SG,Julyan Stone,3000,CHA@CLE 11/24/2017 08:00PM ET,9.625,CHA,0,0,0,0,0
PG,Marcus Paige,3000,CHA@CLE 11/24/2017 08:00PM ET,2.5,CHA,0,0,0,0,0
PF/C,Mangok Mathiang,3000,CHA@CLE 11/24/2017 08:00PM ET,2.5,CHA,0,0,0,0,0
PG/SG,Langston Galloway,3000,DET@OKC 11/24/2017 08:00PM ET,11.141,DET,9.12,6.75,9.859456264,7.052083333,0
PF/C,Henry Ellenson,3000,DET@OKC 11/24/2017 08:00PM ET,11.708,DET,1.55,9.75,7.81693448,8.246666667,0
SG/SF,Terrance Ferguson,3000,DET@OKC 11/24/2017 08:00PM ET,1.136,OKC,1.55,0,6.113620082,1.397678571,0
SF,Daniel Hamilton,3000,DET@OKC 11/24/2017 08:00PM ET,0,OKC,0,0,0,0,0
PF/C,Eric Moreland,3000,DET@OKC 11/24/2017 08:00PM ET,8.071,DET,11.46,7,9.673411795,10.0528869,0
SG/SF,Reggie Bullock,3000,DET@OKC 11/24/2017 08:00PM ET,7.725,DET,2.58,8.5,7.105017361,3.76827381,0
PG/SG,PJ Dozier,3000,DET@OKC 11/24/2017 08:00PM ET,0,OKC,0,0,0,0,0
C,Boban Marjanovic,3000,DET@OKC 11/24/2017 08:00PM ET,10.25,DET,0,0,0,0,0
PF/C,Jon Leuer,3000,DET@OKC 11/24/2017 08:00PM ET,11.813,DET,0,0,0,0,0
PF/C,Nick Collison,3000,DET@OKC 11/24/2017 08:00PM ET,1.5,OKC,0,0,0,0,0
SG/SF,Kyle Singler,3000,DET@OKC 11/24/2017 08:00PM ET,2,OKC,0,0,0,0,0
SF,Luis Montero,3000,DET@OKC 11/24/2017 08:00PM ET,0,DET,0,0,0,0,0
SF/PF,Josh Huestis,3000,DET@OKC 11/24/2017 08:00PM ET,6.982,OKC,8.55,7.75,7.699980669,9.465673701,0
PG,Dwight Buycks,3000,DET@OKC 11/24/2017 08:00PM ET,0,DET,0,0,0,0,0
C,Cole Aldrich,3000,MIA@MIN 11/24/2017 08:00PM ET,1.15,MIN,0.77,2.75,6.261927883,1.08,0
PG/SG,Tyus Jones,3000,MIA@MIN 11/24/2017 08:00PM ET,8.667,MIN,7.95,8.5,7.29041803,5.542142857,0
PF/C,Jordan Mickey,3000,MIA@MIN 11/24/2017 08:00PM ET,11.083,MIA,0.41,7,6.655403907,5.908333333,0
SG,Matt Williams,3000,MIA@MIN 11/24/2017 08:00PM ET,0,MIA,0,0,0,0,0
SG/SF,Rodney McGruder,3000,MIA@MIN 11/24/2017 08:00PM ET,0,MIA,0,0,0,0,0
PG,Derrick Walton Jr.,3000,MIA@MIN 11/24/2017 08:00PM ET,0.813,MIA,0,0,0,0,0
PG/SG,Aaron Brooks,3000,MIA@MIN 11/24/2017 08:00PM ET,2.844,MIN,0.82,1.25,6.278134436,2.175757576,0
SF/PF,Okaro White,3000,MIA@MIN 11/24/2017 08:00PM ET,8.45,MIA,0,0,0,0,0
PF/C,Udonis Haslem,3000,MIA@MIN 11/24/2017 08:00PM ET,2,MIA,0.4,2,6.396434494,2.3225,0
C,Justin Patton,3000,MIA@MIN 11/24/2017 08:00PM ET,0,MIN,0,0,0,0,0
C,A.J. Hammons,3000,MIA@MIN 11/24/2017 08:00PM ET,0,MIA,0,0,0,0,0
SG/SF,Marcus Georges-Hunt,3000,MIA@MIN 11/24/2017 08:00PM ET,1.031,MIN,0.65,2.5,6.083475934,2.618257576,0
SG/SF,Anthony Brown,3000,MIA@MIN 11/24/2017 08:00PM ET,0,MIN,0,0,0,0,0
PF/C,Ivan Rabb,3000,MEM@DEN 11/24/2017 09:00PM ET,0,MEM,0,0,0,0,0
PG/SG,Wayne Selden Jr.,3000,MEM@DEN 11/24/2017 09:00PM ET,8.25,MEM,0,0,0,0,0
PF,Darrell Arthur,3000,MEM@DEN 11/24/2017 09:00PM ET,4.375,DEN,0,0,0,0,0
SF/PF,Richard Jefferson,3000,MEM@DEN 11/24/2017 09:00PM ET,2.6,DEN,1.26,1.5,6.073969283,2.943095238,0
PF/C,Deyonta Davis,3000,MEM@DEN 11/24/2017 09:00PM ET,10.65,MEM,11.7,13.25,14.61506381,10.2547619,0
SG/SF,Torrey Craig,3000,MEM@DEN 11/24/2017 09:00PM ET,0,DEN,0,0,0,0,0
SG,Malik Beasley,3000,MEM@DEN 11/24/2017 09:00PM ET,6,DEN,2.41,2.5,6.626144135,3.172916667,0
PG,Monte Morris,3000,MEM@DEN 11/24/2017 09:00PM ET,0,DEN,0,0,0,0,0
PF,Tyler Lydon,3000,MEM@DEN 11/24/2017 09:00PM ET,0,DEN,0,0,0,0,0
PF,Vince Hunter,3000,MEM@DEN 11/24/2017 09:00PM ET,0,MEM,0,0,0,0,0
SG,Kobi Simmons,3000,MEM@DEN 11/24/2017 09:00PM ET,0,MEM,0,0,0,0,0
